SKU	Title	Author	Rarity	Collection
F9492E21FF8535E817095534261D9B67	The Honest Woodcutter	Aesop	C	Aesop III
5F418310DFBB962E6B7CCDA99E2FE821	The Wolf and the Crane	Aesop	C	Aesop III
E733513076FB0DEAFE92360374DC5FFB	The Miser and his Gold	Aesop	C	Aesop III
4691C7F773821E858E387A82D02D00F8	The Wolf and the Lamb	Aesop	U	Aesop III
9D52C7E766A4749E61EFB9DDA9097D05	The Old Man and his Sons	Aesop	U	Aesop III
EAEAC815F0ED8B0C8F88415C8389949E	The Cock and the Jewel	Aesop	U	Aesop III
6D78594E0EBA4D4FAC884F50E17547CC	The Fisherman and the Little Fish	Aesop	R	Aesop III
92BBD726E60D48A1A22201B34230C618	The Cock, the Dog and the Fox	Aesop	R	Aesop III
61756445D602F655DB4ED1F7CD9C98A4	The Bulls and the Lion	Aesop	SR	Aesop III
4676C942D1D2810FA0B9FAEF8A67158B	Swann's Way	Marcel Proust	C	Proust
AA5192562E24E9EDFC0AE48942216467	Within a Budding Grove	Marcel Proust	C	Proust
F38EE99B46493D46B96A2F1D4A6C956F	The Guermantes Way	Marcel Proust	C	Proust
21463B85F70FA93616ACCC33C7032D01	Cities on the Plain	Marcel Proust	U	Proust
3A90B326529330DF1CE7FC0FE40BCC49	The Captive	Marcel Proust	U	Proust
B60A23B8E445ACF67294E7CD4E31556C	The Sweet Cheat Gone	Marcel Proust	R	Proust
552424C6B0758A7604943A7225BA850E	Time Regained	Marcel Proust	SR	Proust
896B732DDDAD8FED2B798EC78473A580	Paradise Lost	John Milton	C	John Milton
D57F4088E087FF013223D458023FC643	Paradise Regained	John Milton	U	John Milton
EB6B5F25D1C222DA3C8F264E6323300F	Areopagitica	John Milton	U	John Milton
95DF514FB88854609F7B742048DF50D1	The Tenure of Kings and Magistrates	John Milton	R	John Milton
8221F045C4C3B5B2107D6C858512EE54	The Waste Land	T.S. Eliot	C	T.S. Eliot
046E54FEA7AF0913A8ED7FD1F975FEC8	Prufrock and Other Observations	T.S. Eliot	C	T.S. Eliot
0EA9E12E41FAF6A1FBB2622FA525D17F	The Sacred Wood	T.S. Eliot	U	T.S. Eliot
400F85B72686DDF33A0922FBA01280D8	Eeldrop and Appleplex	T.S. Eliot	R	T.S. Eliot
A455EC9C2BA9CCB56EEA011740AA2603	The Call of the Wild	Jack London	C	Jack London I
33C7A6EA1EE783C5A1A77EBC1BC663B2	White Fang 	Jack London	C	Jack London I
01A02B530C8DD841AAC42EE553B72C17	Martin Eden	Jack London	C	Jack London I
FDB13E43F8BAB45CF5EB4B4E3462048F	The Sea-Wolf 	Jack London	C	Jack London I
41692D6A95DF01C42FDC4CEDC77D4B80	The Iron Heel 	Jack London	C	Jack London I
3902A89AC0A8E16A402427AC2ADEAA98	The People of the Abyss	Jack London	C	Jack London I
041D379E6F31E005CE2700C97D617A77	Children of the Frost	Jack London	U	Jack London I
892F530A411523183549F798B486B89B	Hearts of Three	Jack London	U	Jack London I
418DBE74C2CC96AF7301C67C55DE8977	The House of Pride & Other Tales of Hawaii	Jack London	U	Jack London I
F9C69389B7832E3BB4B16EAB8A4B81AD	The Game	Jack London	R	Jack London I
EF466C08E217C46EFEBFDCF218B5C3AC	A Son of the Sun	Jack London	R	Jack London I
341EA50D3D3A1DF87D1A87B5DF62C5AB	Theft	Jack London	SR	Jack London I
2B2E129699ABF9F003DDEDE44704C58B	Lost Face	Jack London	C	Jack London II
738A3D67C02B1D2F17B662B097251DB5	The Scarlet Plague	Jack London	C	Jack London II
0BC2C7E66FF0894F301B261A3AF8108D	Love of Life and Other Stories	Jack London	C	Jack London II
222D3A874E7F953CFA2DFAFD8B321BF7	John Barleycorn	Jack London	C	Jack London II
5B9931487993BC0B90AB83931AF0F07D	Smoke Bellew	Jack London	C	Jack London II
BD24381AB17DF1B506FB8951D4B93283	A Daughter of the Snows 	Jack London	U	Jack London II
66FA4646F4D156B4A94869ADFC57EF94	Jerry of the Islands	Jack London	U	Jack London II
B4EBBFC99713EB44A52A223F569C9D29	The God of His Fathers & Other Stories	Jack London	U	Jack London II
95FC5D62021E94A8DE0DF57D653DB8A1	The Strength of the Strong	Jack London	U	Jack London II
71DC180C301BE0D4D3C97D45D5CA09F1	The Mutiny of the Elsinore	Jack London	R	Jack London II
1CB2318807CB25A4A7645E62AFA0409A	The War of the Classes	Jack London	R	Jack London II
351759CAD44DD396C055E8F38614EB22	An Odyssey of the North	Jack London	SR	Jack London II
B42CCCB063784DF7E6B0F4DAAE7F7B22	The Road 	Jack London	C	Jack London III
082797EF3D7A4336CD0D00254DE49E2F	The Valley of the Moon	Jack London	C	Jack London III
0F5DA0D0516398F67BE5A34436A0D11C	The Star Rover	Jack London	C	Jack London III
46D8191315BF16A8039F561F41A61929	The Cruise of the Snark 	Jack London	C	Jack London III
71B8F6B9CB81AB10E7B4EBEA71157E6C	Brown Wolf	Jack London	C	Jack London III
DBD18BCBDDAD8E0763A96EAD5CEB79F9	The Son of the Wolf	Jack London	C	Jack London III
78331CF77A012D515D750CEA4F18AD83	The Abysmal Brute	Jack London	U	Jack London III
A2576E38E57750E8A2F152AFE1AFACA0	Revolution, and other Essays	Jack London	U	Jack London III
8A481059BE46125519FC5C755EE7BCE6	The Night Born	Jack London	U	Jack London III
A34E4DE7C83C1903B1CFFEAD793BCA06	Dutch Courage and Other Stories	Jack London	R	Jack London III
E957A758AB42FE8E0AF7F970F3FB5A8E	The Turtles of Tasman	Jack London	R	Jack London III
A55ECFFBCA54C007263B7C4C28822373	The House of Mapuhi	Jack London	SR	Jack London III
500E6168F74DB3ACB4F951F3A9FE3AB4	Burning Daylight	Jack London	C	Jack London IV
9F79B91AC572EF50DA2B42582E16F348	When God Laughs and Other Stories	Jack London	C	Jack London IV
5C709B11460B70FBF88C1AD85E34809B	South Sea Tales	Jack London	C	Jack London IV
44F2EEE329E4F83BC757FD646F5A809F	Moon-Face and Other Stories	Jack London	C	Jack London IV
279754A8F495C4652A9E9E7F1A26FEAA	The Little Lady of the Big House	Jack London	C	Jack London IV
6583223305DAA84AA81283BFB5999662	Before Adam	Jack London	C	Jack London IV
6D8C93B7B0CF12DC728EAFB228D604FA	The Faith of Men and Other Stories	Jack London	U	Jack London IV
5857C5FF9F906362131B50B9FE5374A1	The Human Drift 	Jack London	U	Jack London IV
BD967314CC08F5A6C6F304EA42D0CB60	The Red One	Jack London	U	Jack London IV
863CB82928FEB48269937C4DD2FFC48F	Adventure	Jack London	R	Jack London IV
6030DFB20A6BE4E9D175FAAB2FF744F1	On the Makaloa Mat	Jack London	R	Jack London IV
A0F53114B1BF5AAB81012DFCDC29BD0A	The Acorn Planter: A California Forest Play	Jack London	SR	Jack London IV
955B6692BB318C13D1D0BAB495963889	Siddhartha	Hermann Hesse	C	Hesse
07C556C63BC9105441B5C738BC527A3A	Demian	Hermann Hesse	C	Hesse
820F71793B47466A1D7530A29987D9D0	Beneath the Wheel	Hermann Hesse	U	Hesse
D5D0305A11AF527F5B5C090C48FAFC21	Peter Camenzind	Hermann Hesse	R	Hesse
1EE58F7ED89E139E1E8C46F7FD611908	Klingsor's Last Summer	Hermann Hesse	SR	Hesse
C428D03EA6389EED5D90652DC0239224	Candide	Voltaire	C	Voltaire
3AA57AA287E7C58A16360E92C10F0E03	Micromegas	Voltaire	C	Voltaire
070341535FFA6E73E7FD53E7777482F6	Zadig, or, Destiny	Voltaire	C	Voltaire
ACAA9C5D49B29B540E8029749D422080	Letters concerning the English nation	Voltaire	C	Voltaire
E705ECC0A64A3ADA57C19E5536570ACF	History of the Russian Empire Under Peter the Great	Voltaire	C	Voltaire
5D93A821024E8869ECD476E628C3AFE9	Socrate	Voltaire	U	Voltaire
27005ED96F6AF3136C0896BE6D1DEF82	Treatise on Tolerance	Voltaire	U	Voltaire
A2CA0602E3E12FBF62DC91E6EF08DA0C	The Huron	Voltaire	U	Voltaire
37CB913639EA1DE3155BDEC8199143C8	Memnon	Voltaire	U	Voltaire
394CCA0883B50DEE6D86426C8CF30737	The World as it Goes	Voltaire	R	Voltaire
D89F07BD5E74C3FDD8707FF9431F25D9	The White and the Black	Voltaire	R	Voltaire
D60F809A24A5330FF65793A3C7F41232	Jeannot and Colin	Voltaire	SR	Voltaire
66D066A35AFAAEC9EBA54AB3E8BCED14	Oedipus King of Thebes	Sophocles	C	Sophocles
FD6C522DD955BAC011CF1C4B93DA7AB7	Antigone	Sophocles	U	Sophocles
69B215C76B2F660CB0C19107FFED3A9E	Philoctetes	Sophocles	R	Sophocles
74F3349D77E09F9B50BFE9B82AA77C2C	Electra	Sophocles	R	Sophocles
508541F11A6E2D4418C28A17253BA188	Ajax	Sophocles	SR	Sophocles
194858E502A0200898BFDB4679893C35	Crome Yellow	Aldous Huxley	C	Aldous Huxley
F9A71E3A8B3B6C1597D8BAEF7B1BED23	Limbo	Aldous Huxley	U	Aldous Huxley
BF7954ACABA94ABBC5DF66D5A27F11DC	Mortal Coils	Aldous Huxley	U	Aldous Huxley
EF9A99841B5A34D165D2CD6A3A223ADA	The Burning Wheel	Aldous Huxley	R	Aldous Huxley
C21F111F79A4B733ED6EF9CBF14B2A91	The Defeat of Youth and Other Poems	Aldous Huxley	R	Aldous Huxley
CBB895753A1F4618EFF0A626D522529C	Leda	Aldous Huxley	SR	Aldous Huxley
CE2EE87353A02C5799A88220A01BC3FB	Frankenstein; or, The Modern Prometheus	Mary Shelley	C	Mary Shelley
DE0A53998F8A710BB83CEF4DC3A1CD9B	The Last Man	Mary Shelley	C	Mary Shelley
FAB3E06FFC3E4BF1B16D51F9F3FD976F	Mathilda	Mary Shelley	U	Mary Shelley
DC9DDAEF22FF93FE9DB9041C573184A5	History of a Six Weeks' Tour	Mary Shelley	U	Mary Shelley
56B40CFD2B670263228FC34551F3BD67	Proserpine and Midas	Mary Shelley	R	Mary Shelley
6BD08B399397E31DC573F2726CB7C37E	The Emperor's New Clothes	Hans Christian Anderson	C	H.C. Anderson I
4F9272C0F820EE6440563CC5EB0845AE	The Fir-Tree	Hans Christian Anderson	C	H.C. Anderson I
46DDE83EE3914D5B949EBFEDB3FBA2B2	The Little Match Girl	Hans Christian Anderson	C	H.C. Anderson I
7CB04D2A771AA8F1F3B6514F3C41425C	The Little Mermaid	Hans Christian Anderson	C	H.C. Anderson I
56302D911ECEB08EFEA75C14C44E88E8	The Nightingale	Hans Christian Anderson	C	H.C. Anderson I
112648260A08D9720134A94982C479E8	The Princess and the Pea	Hans Christian Anderson	C	H.C. Anderson I
EB24A8294AAF57928FE6AA50789461F6	The Galoshes of Fortune	Hans Christian Anderson	U	H.C. Anderson I
B73444BAB85FA1225A84508511D73C33	The Ice-Maiden	Hans Christian Anderson	U	H.C. Anderson I
DC5144B3A2099BE407417DB8851FC38C	The Red Shoes	Hans Christian Anderson	U	H.C. Anderson I
6B4D509455CFF1983F276BF24FFA0A70	The Most Incredible Thing	Hans Christian Anderson	R	H.C. Anderson I
9BB35CDD1B06734035F5D6084380624B	The Old House	Hans Christian Anderson	R	H.C. Anderson I
D79742207438A163A98464D987FE2030	The Angel	Hans Christian Anderson	SR	H.C. Anderson I
437F65D600F3EE7EF272F2B3C01EE840	The Snow Queen	Hans Christian Anderson	C	H.C. Anderson II
6125863A22D383957DED0C65E15BC491	The Steadfast Tin Soldier	Hans Christian Anderson	C	H.C. Anderson II
B485DCB4A63425282A40FB21C6D76A22	Thumbelina	Hans Christian Anderson	C	H.C. Anderson II
399D1F8F28DBDE290D125652B98643D0	The Tinderbox	Hans Christian Anderson	C	H.C. Anderson II
8B132C0336957FFF4A558B07F3ACC0B6	The Ugly Duckling	Hans Christian Anderson	C	H.C. Anderson II
F9E93FFA4EDFEA23B5B0E93ACE6745A6	The Shadow	Hans Christian Anderson	U	H.C. Anderson II
623E5F59EB8F76EB088BC0C62DB64E45	The Story of a Mother	Hans Christian Anderson	U	H.C. Anderson II
237D554C52F7916844067F0861ABD691	The Swineherd 	Hans Christian Anderson	U	H.C. Anderson II
6D4E2AA7136FEC18FB9353B697C22095	The Wild Swans	Hans Christian Anderson	U	H.C. Anderson II
C1DA998201A08BA12C18C79229690115	The Philosopher's Stone	Hans Christian Anderson	R	H.C. Anderson II
C441511F02E81C531DA3491BC34C8ED2	Sandman	Hans Christian Anderson	R	H.C. Anderson II
9C26414EF20484F56DDD61A42B12076C	The Shepherdess and the Chimney Sweep	Hans Christian Anderson	SR	H.C. Anderson II
B496010DB84CD47ECA2B0A07EE442CC0	The Time Machine	H.G. Wells	C	H.G. Wells I
940E4794C675DC74E2F8ECA79EB95F80	The War of the Worlds	H.G. Wells	C	H.G. Wells I
76C20B007A1FFB0F2999EE2C59CD884A	The Island of Doctor Moreau	H.G. Wells	C	H.G. Wells I
5431968B81BAA73FFCB57B347207B04D	The Invisible Man	H.G. Wells	C	H.G. Wells I
341976F791724961CB2528CCD4E33106	The Red Room	H.G. Wells	C	H.G. Wells I
EB3524903ABEC36CDD2C0F1E75C44907	War and the Future	H.G. Wells	U	H.G. Wells I
034A077CB911C3FCE0D4D51E2462C4AA	The Stolen Bacillus and Other Incidents	H.G. Wells	U	H.G. Wells I
9E354E3F162781CC7EC286F619C97E3D	Floor Games	H.G. Wells	U	H.G. Wells I
AA0CE12F1947507A64C421BCC55EF22E	Certain Personal Matters	H.G. Wells	R	H.G. Wells I
9A6BBD6E31E9DF897C0A472E711DAAE4	The Future in America: A Search After Realities	H.G. Wells	R	H.G. Wells I
7F533A63FD943BD2FB5425D44E230666	The Salvaging of Civilization	H.G. Wells	SR	H.G. Wells I
A2B6419F971C64B16AFD5685DEFDD858	The Country of the Blind	H.G. Wells	C	H.G. Wells II
4B5B769C195F4CF6A26FDF5A6D9003B8	The Outline of History	H.G. Wells	C	H.G. Wells II
D310E0ECAFA431906731CC51E6DA840D	Little Wars	H.G. Wells	C	H.G. Wells II
40292D97EFE0D61E359D63F142E3BEDA	The World Set Free	H.G. Wells	C	H.G. Wells II
C49D35F869B81EB2D1EDC8D87FA676A0	The First Men in the Moon	H.G. Wells	C	H.G. Wells II
1A430A998E6021E71C95248DEA5C2C78	The Wheels of Chance	H.G. Wells	U	H.G. Wells II
9C570E44D357E7BEA07FD9F8DAD20AD2	The Wonderful Visit	H.G. Wells	U	H.G. Wells II
92898D472ACC5E8F142486B973F31AC9	The Research Magnificent	H.G. Wells	U	H.G. Wells II
7F544FE8FE432AA5922531FA4D6FEA69	An Englishman Looks at the World	H.G. Wells	R	H.G. Wells II
BB6DB6220ABD8AF841EAD227D60F50E9	The Wife of Sir Isaac Harman	H.G. Wells	SR	H.G. Wells II
354C290218A44FAA9A21131CFB35032B	The Door in the Wall and Other Stories	H.G. Wells	C	H.G. Wells III
DEF38EB7877FF1C02177F2885AC0891E	Twelve Stories and a Dream	H.G. Wells	C	H.G. Wells III
BC4FA33C34C7E50C3301C442E5BD6E7F	The War in the Air	H.G. Wells	C	H.G. Wells III
FDDC02AC3D0D6F5A363CEB599E1990E7	Tales of Space and Time	H.G. Wells	C	H.G. Wells III
C0CB3BDE334FC030752D7AA3FCB884F1	Tono-Bungay	H.G. Wells	C	H.G. Wells III
6C4D4BE6B6E6ABD6271CBE43442FB901	Marriage	H.G. Wells	U	H.G. Wells III
31F04BF53A1FC47D458E38347C88FD5D	The Passionate Friends	H.G. Wells	U	H.G. Wells III
E5B0D215574B9B49AA761A52C1853242	The War That Will End War	H.G. Wells	U	H.G. Wells III
947FDA38142264ADE19F9EB4CDF83DF2	First and Last Things	H.G. Wells	R	H.G. Wells III
39FB90D4DBF1131B730CB3393ACFC387	Love and Mr Lewisham	H.G. Wells	R	H.G. Wells III
7AC40461C03D25F28742131EE871B9EC	This Misery of Boots	H.G. Wells	SR	H.G. Wells III
905A01F7CE1B8AC1431E38768FC7AC15	Anticipations	H.G. Wells	C	H.G. Wells IV
3FFD9425C690D31C2AC357AD44451276	A Modern Utopia	H.G. Wells	C	H.G. Wells IV
4318A559503691E85EEF3CC1FF4FC112	Ann Veronica	H.G. Wells	C	H.G. Wells IV
B59D9C5C390BDC20429092A045C6EB13	Washington and the Riddle of Peace	H.G. Wells	C	H.G. Wells IV
D0B0E3A206E4ABC323AB951C0B212F09	Kipps	H.G. Wells	C	H.G. Wells IV
E95E6E7DB3F1E6D1CE3BAF5634D47429	In the Days of the Comet	H.G. Wells	U	H.G. Wells IV
54B09BD07B29899511B71ADFA098649D	New Worlds for Old	H.G. Wells	U	H.G. Wells IV
C9E67F14C1B8B974F1927E4A068DD46B	Mankind in the Making	H.G. Wells	R	H.G. Wells IV
1BE4C1227D9D7B7745D0E5145F542D66	The Secret Places of the Heart	H.G. Wells	R	H.G. Wells IV
BB50644C10E84F8D474F2995CDA762BF	What is Coming?	H.G. Wells	SR	H.G. Wells IV
FA5D31EFFA52269209C39F5A1BBBED14	The New Machiavelli	H.G. Wells	C	H.G. Wells V
B92AFFAA83F723A1FE48FFD845731AB3	The Discovery of the Future	H.G. Wells	C	H.G. Wells V
CEB63A5710AF993050EF78FB2022A2C1	When the Sleeper Wakes	H.G. Wells	C	H.G. Wells V
9E918895B0BAA5F21F7AE32A8AE1BCA6	The Food of the Gods and How It Came to Earth	H.G. Wells	C	H.G. Wells V
65736C4DDE96A5A288DA4592CE307EE5	The History of Mr Polly	H.G. Wells	C	H.G. Wells V
5C3400EB91F513239ADAA7F9941D4A90	God the Invisible King	H.G. Wells	U	H.G. Wells V
3F37CF246A626410AE444AD13B1E6D7F	The Sea Lady	H.G. Wells	U	H.G. Wells V
A456BD4D610B1D15C9741F52ED92B456	Mr Britling Sees It Through	H.G. Wells	U	H.G. Wells V
F72ECF5393BEFDB5A586CA46C9238553	The Plattner Story and Others	H.G. Wells	U	H.G. Wells V
A5BD3EB566A22D069C4D558413CEC15F	The Soul of a Bishop	H.G. Wells	R	H.G. Wells V
8BA41678C594C20236B876F0A7C828FD	The Island Of Dr Moreau	H.G. Wells	SR	H.G. Wells V
